product_id,name,current_price,rating,num_reviews,link,image_url,store_name,last_update
0054,Anvers  360° Matte iPhone Case with Stand for 16 Pro Max/16/15 Pro Max/14/13 Pro TPU Phone Cover,13.99,4.7,361,https://shopee.sg/Anvers-360%C2%B0-Matte-iPhone-Case-with-Stand-for-16-Pro-Max-16-15-Pro-Max-14-13-Pro-TPU-Phone-Cover-i.407922032.25905052500?sp_atk=5fa5806d-9878-4d0d-85ec-1da3add4f2e5&xptdk=5fa5806d-9878-4d0d-85ec-1da3add4f2e5,https://cf.shopee.sg/file/sg-11134207-7rd42-m7xhpsuxs6fle6_tn.webp,Shopee,1/6/25
0055,"Spigen iPhone 15 Pro Max Case 6.7"" Ultra Hybrid / Crystal Hybrid Clear Case Drop Protective iPhone Case iPhone Cover",26.99,4.9,2231,https://shopee.sg/Spigen-iPhone-15-Pro-Max-Case-6.7-Ultra-Hybrid-Crystal-Hybrid-Clear-Case-Drop-Protective-iPhone-Case-iPhone-Cover-i.2153811.18081738614?sp_atk=e4d3e7d2-baf4-4c93-a460-324f44a72f49&xptdk=e4d3e7d2-baf4-4c93-a460-324f44a72f49,https://cf.shopee.sg/file/sg-11134207-7rdx0-m0tq8d0vov0e98_tn.webp,Shopee,1/6/25
0056,"Anvers Magnetic Stand Case for iPhone 16/15 Pro Max, Shockproof Matte Ring Holder Phone Cover",13.98,4.8,1321,https://shopee.sg/Anvers-Magnetic-Stand-Case-for-iPhone-16-15-Pro-Max-Shockproof-Matte-Ring-Holder-Phone-Cover-i.407922032.23754287018?sp_atk=1d92a14b-f68e-4d4d-8782-a72060259d15&xptdk=1d92a14b-f68e-4d4d-8782-a72060259d15,https://cf.shopee.sg/file/sg-11134207-7rd6k-lvu1dl9jf2cf54_tn.webp,Shopee,1/6/25
0057,OtterBox Fre Series Case for iPhone 15 Pro/ 15 Pro Max,76.90,4.5,35,https://shopee.sg/OtterBox-Fre-Series-Case-for-iPhone-15-Pro-15-Pro-Max-i.869572068.21890721748?sp_atk=eb3fda32-65da-4613-807c-6113a55634e9&xptdk=eb3fda32-65da-4613-807c-6113a55634e9,https://cf.shopee.sg/file/sg-11134207-7rblu-lntsolgjhk1ca2_tn.webp,Shopee,1/6/25
0058,"Spigen iPhone 15 Pro Max Case 6.7"" Mag Armor MagFit Casing Magnetic Phone Case MagSafe Case Drop Protection iPhone Case",45.99,4.9,221,https://shopee.sg/Spigen-iPhone-15-Pro-Max-Case-6.7-Mag-Armor-MagFit-Casing-Magnetic-Phone-Case-MagSafe-Case-Drop-Protection-iPhone-Case-i.2153811.23447947004?sp_atk=d896e657-920d-4ea9-9d16-e2e007cce7a7&xptdk=d896e657-920d-4ea9-9d16-e2e007cce7a7,https://cf.shopee.sg/file/sg-11134207-7rdyf-m0tray1t0pkqf2_tn.webp,Shopee,1/6/25
0059,Catalyst Case for iPhone 15 Pro Max | 15 Pro | 15 - Influence Case (Black),33.00,4.9,16,https://shopee.sg/Catalyst-Case-for-iPhone-15-Pro-Max-15-Pro-15-Influence-Case-(Black)-i.224885701.21883980393?sp_atk=454122c5-c1b2-4ab6-828a-4e643d6eccff&xptdk=454122c5-c1b2-4ab6-828a-4e643d6eccff,https://cf.shopee.sg/file/sg-11134207-7rbmi-llg4fass1iz6bc_tn.webp,Shopee,1/6/25
0060,"Spigen iPhone 15 Pro Max Case 6.7"" Ultra Hybrid MagFit Magnetic Phone Case iPhone Case Clear Case iPhone Case",45.99,4.9,817,https://shopee.sg/Spigen-iPhone-15-Pro-Max-Case-6.7-Ultra-Hybrid-MagFit-Magnetic-Phone-Case-iPhone-Case-Clear-Case-iPhone-Case-i.2153811.22447870789?sp_atk=985c0a57-69eb-455b-833f-5dd85027b0e5&xptdk=985c0a57-69eb-455b-833f-5dd85027b0e5,https://cf.shopee.sg/file/sg-11134207-7rfgn-ma0srnpakebz94_tn.webp,Shopee,1/6/25
0061,Cobi 26610 Boeing 747 Air Force One,90.79,4.6,35,https://www.amazon.sg/Cobi-26610-Boeing-747-Force/dp/B079K9DP36/ref=sr_1_1?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-1,https://m.media-amazon.com/images/I/515SWpEybUL._AC_UL320_.jpg,Amazon,1/6/25
0062,Air Force One 2 Plane set Air Force One and Air Force Two,31.51,4.6,388,https://www.amazon.sg/Air-Force-One-Plane-set/dp/B000FGKD1U/ref=sr_1_2?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-2,https://m.media-amazon.com/images/I/71jwa+cVpeL._AC_UL320_.jpg,Amazon,1/6/25
0063,Daron World Trade RT5734 Air Force One Single Face,16.94,4.6,978,https://www.amazon.sg/Daron-World-Trade-RT5734-Single/dp/B000WX8DA4/ref=sr_1_3?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-3,https://m.media-amazon.com/images/I/71xFDZYfDSL._AC_UL320_.jpg,Amazon,1/6/25
0064,"NIKE Air Force 1 SP, Sneaker Men",189.34,4.6,20,https://www.amazon.sg/Nike-Force-Trainers-Black-Royal/dp/B0DJWB8CL1/ref=sr_1_4?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-4,https://m.media-amazon.com/images/I/51vq3COro1L._AC_UL320_.jpg,Amazon,1/6/25
0065,Nike Men Nike Air Force 1 '07 Lv8 Men's ShoesSneaker,277.69,4.5,3964,https://www.amazon.sg/Nike-Mens-315122-111-FORCE-white/dp/B001OV3DR6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-5,https://m.media-amazon.com/images/I/618FhFPg8+L._AC_UL320_.jpg,Amazon,1/6/25
0066,"NIKE Men's Air Force 1 '07 Fresh Sneaker, White, 4.5 US",165.83,5.0,1,https://www.amazon.sg/NIKE-Force-Fresh-Sneaker-White/dp/B0BMDDP355/ref=sr_1_6?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-6,https://m.media-amazon.com/images/I/61r9Yi3h0RL._AC_UL320_.jpg,Amazon,1/6/25
0067,Nike Men's Air Force 1 Sneaker,178.65,3.6,14,https://www.amazon.sg/Nike-Mens-Force-DM0211-Fresh/dp/B0BBZN9MJ2/ref=sr_1_8?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-8,https://m.media-amazon.com/images/I/61r9Yi3h0RL._AC_UL320_.jpg,Amazon,1/6/25
0068,Nike Men's Air Force 1 '07 Lv8 Sneaker,165.71,4.5,23,https://www.amazon.sg/Nike-Force-Trainers-Horizon-Summit/dp/B0D1YGL5TT/ref=sr_1_11?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-11,https://m.media-amazon.com/images/I/41Gtdr9c-GL._AC_UL320_.jpg,Amazon,1/6/25
0069,Nike womens Nike Air Force 1 WildSneaker,199.60,4.4,49,https://www.amazon.sg/Nike-Womens-Leather-Trainers-Orange/dp/B0CVR214WZ/ref=sr_1_12?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-12,https://m.media-amazon.com/images/I/71H2LIYkIHL._AC_UL320_.jpg,Amazon,1/6/25
0070,Nike Men's Air Force 1 '07 Premium Trainers,168.63,3.0,4,https://www.amazon.sg/Nike-Premium-Trainers-Multicoloured-Crimson/dp/B07QCBWCNQ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-13,https://m.media-amazon.com/images/I/81J0AqMD5mL._AC_UL320_.jpg,Amazon,1/6/25
0071,Nike Mens Air Force 1 Low '07 DM0211 100 Fresh - Size,171.02,4.3,5,https://www.amazon.sg/Nike-Mens-Force-DM0211-Fresh/dp/B0BY49WVGY/ref=sr_1_15?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-15,https://m.media-amazon.com/images/I/51v5+L2nJpL._AC_UL320_.jpg,Amazon,1/6/25
0072,Nike Men's Air Force 1 '07 Trainers,175.82,5.0,7,https://www.amazon.sg/Nike-Force-Trainers-White-Black/dp/B0DTQ6216C/ref=sr_1_17?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-17,https://m.media-amazon.com/images/I/619gAgupwdL._AC_UL320_.jpg,Amazon,1/6/25
0073,Nike Men Nike Air Force 1Sneaker,175.82,5.0,3,https://www.amazon.sg/Nike-Mens-Force-Trainers-Black/dp/B0DTQ57BKF/ref=sr_1_19?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-19,https://m.media-amazon.com/images/I/41zlcohejqL._AC_UL320_.jpg,Amazon,1/6/25
0074,"Nike DD8959-100 Air Force 1 '07 Air Force 1 '07, black, 7 US",280.88,4.4,131,https://www.amazon.sg/Nike-DD8959-100-Air-Force-black/dp/B00OKV2SX2/ref=sr_1_21?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-21,https://m.media-amazon.com/images/I/51qrv5cSkxS._AC_UL320_.jpg,Amazon,1/6/25
0075,Nike Air Force 1 Low/Supreme Mens Style : Cu9225-100 White,435.98,4.1,82,https://www.amazon.sg/Nike-Force-Supreme-Mens-Style/dp/B08C4NDB9R/ref=sr_1_22?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-22,https://m.media-amazon.com/images/I/614iNW5XPNL._AC_UL320_.jpg,Amazon,1/6/25
0076,"Nike Women's Air Force 1, White/White, 6 Big Kid M",244.05,4.6,585,https://www.amazon.sg/Nike-Womens-Air-Force-White/dp/B00ARBAI36/ref=sr_1_23?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-23,https://m.media-amazon.com/images/I/71zKmTHcHUL._AC_UL320_.jpg,Amazon,1/6/25
0077,Nike Women's Air Zoom Pegasus 39 Trainers,276.85,4.5,5611,https://www.amazon.sg/Nike-Mens-Force-Trainers-black/dp/B08QBH7H8Q/ref=sr_1_24?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-24,https://m.media-amazon.com/images/I/71JWsxZ8Z6L._AC_UL320_.jpg,Amazon,1/6/25
0078,Nike Air Force 1 '07 LV8 University Red/White Rubix Cube Mens Size 11,218.82,4.8,9,https://www.amazon.sg/Nike-Force-University-White-Rubix/dp/B0CGJHVZ8Q/ref=sr_1_25?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-25,https://m.media-amazon.com/images/I/61CvkMbMvUL._AC_UL320_.jpg,Amazon,1/6/25
0079,"Nike Air Force 1 '07 Basketball Shoe ,Black,11 Men US",298.91,4.4,426,https://www.amazon.sg/Nike-Force-Basketball-Shoe-Black/dp/B000UE0QXC/ref=sr_1_26?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-26,https://m.media-amazon.com/images/I/81zN34Whk2L._AC_UL320_.jpg,Amazon,1/6/25
0080,Nike Men's Air Force 1 Trainers,193.40,4.7,13,https://www.amazon.sg/Nike-Air-Force-Mid-DM0107/dp/B0B3196CXV/ref=sr_1_27?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-27,https://m.media-amazon.com/images/I/71KlBCtSVSL._AC_UL320_.jpg,Amazon,1/6/25
0081,Nike mens Nike Air Force 1 '07 LxSneaker,175.82,5.0,2,https://www.amazon.sg/Nike-Force-Trainers-Ashen-Stardust/dp/B0CW1PKLFN/ref=sr_1_28?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-28,https://m.media-amazon.com/images/I/61v-Hp7zqhL._AC_UL320_.jpg,Amazon,1/6/25
0082,Nike Men's Shoes Air Force 1 Mid '07 Triple White CW2289-111 (Numeric_13),208.34,4.3,24,https://www.amazon.sg/Nike-Shoes-Triple-CW2289-111-Numeric_13/dp/B08Q9Z4W4C/ref=sr_1_30?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-30,https://m.media-amazon.com/images/I/61kle8oR0KL._AC_UL320_.jpg,Amazon,1/6/25
0083,Nike Men's Air Force 1 High '07 Trainers,435.96,4.6,644,https://www.amazon.sg/NIKE-Mens-Force-Basketball-White/dp/B079QJN51M/ref=sr_1_31?dib=eyJ2IjoiMSJ9.5vTA8vuppTPphypE-pZUViEmJu9Ztk7PVmGcH35gzlEo6RYynnihtxQJ3LtneC4Kd5hiPokyIHlhnJJR6Qu3yS3g6lTFNLlTjAxiRy26Zsa0ydpaahNHKNcDj5tkD1KitAXCgz_1aY4loOUAkOstc1V-T1is3gVtPdOHzJM_AGVNpNlPZloqL5YEI-hQ8EmulqoQYeICCMYLw_wkoOkt9EYbTXly5SncPdnhnukSWjiWXSNhNsanFRzw74E-7oMxOhliJRqVd6k83oJfC4Hm0jsv_mNSD4xWCaSFJagJWlY.8cH4FmnR8vSDg7PmCdbZhW-yAupiu7k8-3BIdY0Ipes&dib_tag=se&keywords=air+force+one&qid=1748489019&sr=8-31,https://m.media-amazon.com/images/I/71dk9J1U+DL._AC_UL320_.jpg,Amazon,1/6/25
